Gender,Age,Salary,Purchase_iPhone
Female,32,126654,Yes
Female,51,86768,Yes
Female,56,20261,Yes
Female,26,51646,Yes
Male,41,71908,Yes
Female,54,93569,Yes
Female,18,66580,Yes
Female,35,139361,No
Male,60,104590,Yes
Male,38,30272,Yes
Male,40,64180,Yes
Female,56,132204,No
Male,42,64825,No
Male,60,35653,No
Female,24,68351,Yes
Male,58,92362,Yes
Female,56,78182,No
Female,57,40677,Yes
Male,40,72163,Yes
Female,41,55284,Yes
Female,54,34658,Yes
Male,43,81863,No
Female,38,111613,Yes
Female,39,54409,Yes
Male,29,96195,No
Male,49,128976,Yes
Female,23,21363,No
Male,25,47267,No
Female,50,43782,No
Female,28,84365,No
Male,27,123024,No
Male,40,63440,No
Female,25,48369,Yes
Female,56,145819,No
Female,49,29065,No
Female,28,112027,No
Male,24,44349,No
Female,24,47440,Yes
Female,48,47138,No
Female,27,68523,No
Male,44,149630,Yes
Male,25,111149,No
Female,41,131093,Yes
Male,35,53494,No
Female,34,99656,Yes
Male,55,83594,No
Male,22,121738,No
Female,38,115839,No
Male,40,141880,Yes
Female,31,144196,No
Female,53,21573,No
Female,33,102081,Yes
Male,57,89046,Yes
Female,21,143425,No
Male,52,89971,Yes
Male,41,120029,No
Female,22,88000,Yes
Female,42,128385,Yes
Male,48,62164,Yes
Male,27,138948,No
Female,33,63328,Yes
Female,38,84304,Yes
Female,39,109231,Yes
Male,27,73403,Yes
Female,44,106204,No
Male,25,139196,Yes
Female,23,23188,No
Female,59,22688,No
Female,43,123163,Yes
Female,49,53996,Yes
Female,41,66353,No
Female,40,139275,Yes
Female,59,147476,Yes
Female,34,89483,No
Female,43,25041,No
Male,39,75494,Yes
Male,60,40898,Yes
Male,35,26738,Yes
Female,42,100086,Yes
Female,51,116098,Yes
Male,27,147417,Yes
Female,21,21740,No
Male,49,71771,Yes
Male,47,32292,No
Female,25,81025,No
Female,22,101703,No
Male,43,104434,Yes
Male,41,48034,Yes
Male,28,74541,No
Male,48,111136,No
Male,39,100772,No
Male,34,59726,Yes
Male,52,68622,Yes
Female,56,35793,Yes
Female,53,103104,No
Male,52,127168,No
Male,36,42457,Yes
Male,21,66413,No
Female,54,64171,No
Male,53,23136,Yes
Female,53,143486,No
Male,29,23629,Yes
Male,55,70738,No
Female,57,83178,Yes
Female,33,31662,Yes
Male,43,91055,Yes
Female,28,125027,Yes
Male,49,95869,Yes
Female,46,92236,Yes
Female,42,112799,No
Male,34,141437,Yes
Male,21,125238,Yes
Male,18,112551,No
Male,20,45435,Yes
Female,51,74248,No
Male,33,94163,Yes
Male,33,50129,Yes
Female,32,123257,No
Female,35,102251,No
Male,20,111518,Yes
Male,19,64300,No
Male,46,130530,Yes
Female,34,133943,No
Female,25,61833,Yes
Female,33,86375,No
Female,29,143031,Yes
Female,45,59581,Yes
Male,34,134386,Yes
Male,44,30290,No
Male,43,107446,Yes
Male,23,78922,Yes
Male,47,132772,No
Female,39,29268,No
Female,28,27412,No
Female,42,27605,Yes
Male,33,26238,Yes
Male,53,145614,Yes
Female,45,107538,Yes
Female,53,57190,No
Male,24,140288,Yes
Female,54,75276,Yes
Female,27,76190,Yes
Male,37,88672,Yes
Female,43,123887,Yes
Female,60,109012,Yes
Female,23,38756,Yes
Female,55,51633,Yes
Female,24,80065,Yes
Female,26,43078,No
Female,20,93586,No
Male,21,113359,Yes
Female,31,119594,Yes
Male,29,86702,No
Male,19,107911,No
Female,44,28636,No
Male,23,94169,No
Female,37,65848,Yes
Male,43,120510,No
Female,25,122838,No
Female,32,29411,Yes
Male,60,61413,Yes
Male,57,119690,Yes
Female,53,107354,Yes
Female,25,111769,No
Male,28,46703,No
Male,33,36758,No
Male,31,27420,No
Male,35,140544,Yes
Male,31,70479,No
Male,36,77112,Yes
Male,25,105771,Yes
Female,32,137717,No
Male,39,28517,No
Female,25,101985,No
Male,32,103573,No
Female,26,39167,Yes
Male,60,100379,No
Female,51,142783,No
Female,46,69876,No
Male,52,30031,No
Female,28,114189,No
Female,37,79841,No
Male,30,71513,Yes
Male,43,73547,Yes
Male,51,20396,Yes
Female,26,80705,No
Male,57,35295,No
Female,38,85086,No
Male,51,77219,No
Female,58,121509,Yes
Female,26,135929,No
Female,44,55316,Yes
Female,18,20056,No
Female,53,99976,Yes
Female,42,102476,Yes
Male,35,39846,No
Male,55,134715,Yes
Female,25,43143,No
Female,55,135777,No
Female,29,57248,No
Male,29,97842,Yes
Male,45,88205,No
Female,47,86336,No
Male,44,23529,Yes
Male,22,144554,Yes
Female,32,97650,Yes
Male,30,22492,No
Female,27,126097,No
Male,31,57933,No
Female,51,107356,No
Female,34,44474,No
Female,18,132535,No
Male,25,148560,Yes
Male,55,100408,No
Male,58,128401,No
Female,48,28921,No
Male,58,149961,Yes
Female,31,121191,No
Female,49,65535,Yes
Female,52,86597,No
Female,19,122821,Yes
Female,54,90087,No
Male,51,105006,Yes
Female,56,65952,Yes
Female,30,136133,No
Male,39,34538,Yes
Male,32,60140,No
Female,32,109804,No
Female,40,56680,No
Female,53,76634,Yes
Male,42,139351,No
Male,52,72640,Yes
Male,25,72628,No
Female,53,63483,No
Female,31,56361,No
Female,58,97900,Yes
Female,27,139532,No
Female,24,43313,No
Male,22,24249,No
Male,50,101282,No
Male,44,21233,No
Female,53,58785,No
Male,51,24768,No
Male,56,102382,Yes
Female,27,39140,No
Female,55,141711,Yes
Female,42,86574,Yes
Male,44,66275,Yes
Male,25,50560,Yes
Female,29,55542,No
Female,38,98032,No
Male,35,45521,Yes
Male,34,64639,Yes
Male,44,55236,Yes
Female,48,133995,Yes
Male,37,135024,No
Female,39,125219,Yes
Female,54,110403,No
Male,19,90802,No
Male,48,39118,Yes
Male,34,73941,No
Male,29,133898,Yes
Female,21,134050,No
Female,24,66269,Yes
Male,40,116784,Yes
Female,39,90317,No
Female,41,62409,Yes
Male,43,73952,No
Male,20,144204,No
Female,21,126254,Yes
Female,54,23361,No
Male,56,116472,Yes
Male,38,66140,Yes
Male,18,60454,No
Male,35,37656,No
Female,31,99229,Yes
Male,28,29116,Yes
Male,56,110473,Yes
Female,46,122934,No
Male,60,104869,Yes
Male,32,91658,Yes
Female,54,123767,Yes
Female,20,119903,No
Male,51,68032,No
Male,19,66256,Yes
Male,28,67759,No
Female,56,144505,Yes
Male,47,29645,Yes
Male,50,97067,No
Female,39,95792,No
Male,29,33328,No
Male,19,120622,No
Female,18,109993,Yes
Male,38,84078,Yes
Female,58,64806,Yes
Male,21,103615,Yes
Female,43,143230,No
Female,32,38328,Yes
Male,58,115518,Yes
Male,48,102584,No
Female,36,115460,Yes
Female,39,25203,Yes
Male,44,30705,Yes
Male,55,141030,Yes
Male,57,20518,No
Female,41,80569,Yes
Female,33,65221,Yes
Female,48,91486,Yes
Male,28,116208,No
Male,21,75248,No
Male,41,61949,No
Male,20,55868,No
Male,23,91078,Yes
Male,41,130571,Yes
Female,32,86395,Yes
Male,18,130768,Yes
Male,34,32732,Yes
Female,28,21671,Yes
Male,39,71869,No
Male,27,139780,Yes
Female,50,131570,No
Male,31,100693,No
Male,50,66186,No
Male,31,148216,Yes
Female,33,139526,Yes
Male,39,44028,Yes
Female,34,102240,No
Female,26,128316,No
Female,34,81628,Yes
Female,49,20567,No
Female,50,37617,Yes
Male,31,42544,No
Male,38,80563,No
Male,35,71211,Yes
Male,29,78592,Yes
Female,50,110349,No
Female,40,87470,No
Male,55,142347,Yes
Male,32,149404,No
Male,58,116105,No
Female,21,89914,No
Male,43,66137,No
Male,54,139695,Yes
Female,20,112807,Yes
Female,53,134113,Yes
Male,26,43379,No
Male,32,69920,Yes
Male,25,126418,No
Female,29,82245,No
Female,23,77492,Yes
Male,45,33869,No
Male,57,68976,Yes
Male,19,34990,Yes
Female,49,62942,Yes
Male,54,31575,Yes
Female,29,25649,Yes
Male,60,71953,No
Male,60,140892,No
Female,54,147416,Yes
Female,35,53400,Yes
Male,54,136886,No
Female,60,59194,Yes
Female,26,32693,No
Male,57,53356,No
Male,45,125729,No
Female,54,25365,Yes
Female,54,32199,Yes
Male,41,120734,Yes
Female,28,114436,No
Male,22,21903,Yes
Female,23,26140,No
Female,49,63102,No
Male,24,112417,Yes
Male,18,21630,Yes
Female,31,127409,No
Female,24,47550,No
Female,37,91049,Yes
Male,40,125145,Yes
Male,35,107630,Yes
Male,32,144142,Yes
Female,29,114437,No
Female,20,79358,Yes
Male,45,30710,No
Female,57,33625,Yes
Male,40,79815,No
Female,35,21284,Yes
Female,19,34229,Yes
Male,19,118634,No
Female,58,25175,No
Male,22,109968,Yes
Female,24,118206,Yes
Male,20,29568,Yes
Male,18,71681,No
Male,33,101758,Yes
Male,50,56457,Yes
Female,28,61238,No
Female,44,121781,Yes
Female,39,96241,Yes
Male,40,143426,No
Male,24,90540,Yes
Female,30,45218,Yes
Female,22,26649,No
Male,18,120117,Yes
Female,49,111300,Yes
Male,49,133814,Yes
Female,54,65793,No
Male,52,145907,No
Male,25,73322,Yes
Male,44,47865,Yes
Male,47,74119,Yes
Female,25,34061,Yes
Male,49,88486,No
Female,51,140491,Yes
Male,43,96654,Yes
Female,25,141871,Yes
Male,31,122800,Yes
Male,21,32543,Yes
Female,54,111466,No
Female,27,134015,No
Male,38,80512,Yes
Female,34,109147,Yes
Male,37,54850,No
Male,32,57413,Yes
Female,37,70614,Yes
Female,34,62819,Yes
Female,39,107811,Yes
Female,58,47562,Yes
Male,29,40315,Yes
Male,54,115591,Yes
Female,57,125021,Yes
Male,42,134576,No
Female,21,97843,Yes
Female,36,103012,No
Male,32,132507,Yes
Female,20,32208,No
Male,58,49419,Yes
Female,53,99066,No
Female,50,144946,Yes
Male,30,66391,No
Female,49,102596,Yes
Female,28,115128,No
Male,27,126290,No
Male,21,141106,No
Male,34,46233,Yes
Male,33,72244,No
Male,53,28499,No
Male,34,48932,Yes
Female,43,112965,No
Male,24,77331,No
Male,59,67237,No
Male,60,133573,No
Female,59,86699,Yes
Male,38,27249,No
Male,27,131169,No
Male,53,56376,Yes
Female,54,108617,No
Female,53,143311,No
Female,52,94125,Yes
Female,54,97719,Yes
Male,58,131419,No
Female,27,116166,Yes
Female,48,85874,No
Female,40,82146,Yes
Female,54,60503,No
Female,18,143443,No
Male,40,43329,No
Female,36,82329,No
Male,27,31597,Yes
Female,19,54412,Yes
Male,38,116161,Yes
Male,25,129894,No
Male,40,93447,Yes
Male,40,112714,Yes
Female,55,44952,Yes
Female,45,61017,No
Female,44,113575,Yes
Male,50,105425,Yes
Male,25,121111,No
Male,18,120268,Yes
Male,37,89997,No
Female,58,92971,No
Female,35,88083,Yes
Female,50,32124,Yes
Female,25,106638,No
Male,35,125684,No
Female,56,26304,Yes
Male,55,34029,No
Male,33,113751,No
Male,42,68599,Yes
Male,24,51104,No
Female,35,118901,No
Male,26,76073,No
Male,32,118615,No
Female,27,134054,No
Male,39,130218,Yes
Female,18,33293,Yes
Male,23,101851,No
Male,36,84458,No
Female,40,65351,Yes
Male,25,25699,Yes
Female,44,32590,No
Female,20,96253,No
Female,60,125423,Yes
Female,22,23665,No
Female,47,149062,Yes
Female,52,116120,Yes
Female,55,78854,Yes
Female,24,131368,No
Female,50,65963,No
Female,21,95825,Yes
Female,48,86155,Yes
Male,43,24438,No
Female,53,136072,Yes
Male,34,82049,No
Female,47,81384,No
Female,39,25717,No
Male,59,148476,No
Male,45,63428,No
Female,43,36123,No
Male,27,60156,No
Female,29,40654,Yes
Female,27,49992,No
Female,57,36675,Yes
Female,21,27902,No
Male,28,70700,No
Male,49,20235,Yes
Male,26,88572,No
Male,19,60496,Yes
Female,58,97737,Yes
Male,31,22489,Yes
Male,28,114880,No
Female,18,78447,Yes
Female,26,107448,Yes
Male,38,35425,No
Male,26,38801,Yes
Male,41,27109,Yes
Male,37,69148,Yes
Male,38,49500,No
Female,50,26218,No
Male,41,20445,Yes
Male,47,53808,Yes
Male,30,57083,No
Male,49,75236,No
Female,38,56623,No
Female,23,62325,Yes
Male,28,79276,No
Male,31,105964,No
Male,23,136366,Yes
Female,59,22410,No
Female,18,133795,Yes
Male,19,59096,No
Female,47,118333,Yes
Female,59,99604,No
Male,59,130163,Yes
Male,46,21422,Yes
Male,51,137510,No
Male,35,127306,Yes
Female,34,109563,No
Female,28,130274,No
Female,44,111920,No
Male,20,41601,No
Female,24,92128,Yes
Female,38,31421,Yes
Female,60,73650,Yes
Male,22,108661,Yes
Male,38,108463,No
Female,28,115511,Yes
Male,37,45479,Yes
Female,21,116293,Yes
Female,39,103120,Yes
Male,22,67662,Yes
Male,28,75101,Yes
Male,45,110121,Yes
Female,32,111487,Yes
Male,26,40814,No
Male,58,55352,Yes
Male,40,79584,No
Male,45,59238,No
Male,58,100329,No
Female,43,68605,Yes
Female,19,74815,No
Male,57,101970,Yes
Female,22,107101,Yes
Female,29,99658,No
Female,27,76403,Yes
Female,29,92824,No
Male,18,76936,Yes
Male,60,143814,Yes
Female,25,63389,Yes
Male,32,60050,Yes
Male,27,132893,Yes
Female,22,118431,Yes
Female,29,121623,Yes
Female,44,58345,No
Male,39,101877,No
Female,20,52739,No
Female,53,142009,Yes
Female,58,44716,No
Female,21,28366,Yes
Male,27,51170,No
Female,57,40814,No
Female,35,148226,Yes
Male,18,80938,Yes
Female,46,99817,No
Male,51,60712,No
Male,57,129613,No
Male,22,109273,Yes
Male,36,130389,Yes
Male,23,91380,No
Male,60,113070,No
Male,43,87463,Yes
Female,42,41829,Yes
Female,25,138600,Yes
Female,20,44719,Yes
Female,22,80356,No
Male,21,24672,No
Female,38,116326,Yes
Female,56,58001,No
Male,43,97695,No
Female,19,63492,Yes
Male,18,95945,No
Female,20,138001,Yes
Male,23,141455,No
Female,59,67483,No
Female,26,142382,Yes
Female,30,45428,Yes
Male,57,44999,No
Male,26,50558,Yes
Female,57,64648,No
Female,54,75794,No
Male,44,73695,Yes
Male,59,44818,Yes
Female,33,96855,Yes
Male,33,130268,Yes
Female,45,76407,No
Female,49,70618,Yes
Female,45,20608,No
Male,58,116152,Yes
Female,32,82315,No
Male,58,140241,Yes
Male,56,118021,Yes
Female,40,124311,Yes
Female,51,40682,No
Female,34,112242,Yes
Female,58,42515,Yes
Female,31,82306,Yes
Male,46,105890,Yes
Female,45,89718,No
Female,21,29688,Yes
Female,53,49696,No
Male,20,79385,No
Male,28,116110,No
Female,33,146836,No
Female,53,90777,Yes
Male,27,21515,No
Male,35,39274,Yes
Male,34,50964,Yes
Female,21,23540,No
Male,22,42314,Yes
Male,30,133012,Yes
Male,30,91617,Yes
Female,37,71167,Yes
Male,60,71263,Yes
Male,58,30102,No
Male,25,96190,Yes
Male,54,91996,Yes
Male,34,21556,Yes
Male,22,62617,Yes
Female,29,94695,Yes
Male,55,74883,Yes
Male,21,90708,Yes
Male,19,67300,No
Male,49,130929,Yes
Male,60,62625,Yes
Male,49,121239,Yes
Female,60,36232,No
Female,52,32178,No
Male,30,69330,No
Female,37,52625,No
Male,28,38037,Yes
Female,36,97238,Yes
Female,51,53052,No
Female,54,39615,Yes
Male,20,43406,No
Female,21,123198,No
Male,41,64298,No
Male,22,146855,No
Male,35,48118,Yes
Female,42,148864,No
Female,50,45020,Yes
Female,21,88792,Yes
Female,30,83366,No
Male,50,105499,No
Male,51,142202,No
Male,52,142301,Yes
Male,28,86087,No
Female,29,110070,Yes
Male,35,124256,No
Female,41,21531,No
Male,32,87101,No
Male,23,67822,Yes
Male,24,24313,Yes
Male,53,128337,Yes
Male,42,125026,Yes
Male,58,20478,Yes
Female,35,60774,No
Female,23,27371,No
Female,36,130350,No
Male,59,126923,Yes
Female,41,42448,No
Female,56,46419,No
Female,46,40334,No
Female,37,130038,No
Male,44,44119,No
Female,57,127875,Yes
Female,37,37994,Yes
Male,48,74585,Yes
Female,32,31079,No
Female,37,149628,Yes
Male,18,94619,No
Female,43,135647,Yes
Male,31,147657,No
Male,29,138265,Yes
Female,42,72921,No
Female,51,65286,No
Female,58,115922,No
Male,37,73730,Yes
Male,31,89231,Yes
Female,41,120583,No
Female,31,134174,No
Female,29,91146,Yes
Male,35,113788,No
Female,28,137012,Yes
Male,58,112885,No
Male,53,149768,No
Male,49,70599,Yes
Male,56,137200,Yes
Female,42,112208,No
Male,36,91032,No
Female,32,129364,No
Female,36,72551,No
Female,47,73946,Yes
Male,21,114897,No
Male,31,62090,No
Male,44,65762,No
Male,47,109955,No
Female,28,82449,Yes
Female,60,70033,No
Female,56,110201,Yes
Male,33,80865,Yes
Female,43,90591,Yes
Male,30,108701,Yes
Female,60,89156,No
Female,56,66845,Yes
Male,52,75148,Yes
Male,52,69385,No
Male,31,126280,No
Male,27,134668,No
Male,47,130406,Yes
Female,27,145124,Yes
Male,26,56951,Yes
Female,21,71803,Yes
Female,27,105424,Yes
Male,60,28271,Yes
Female,38,134680,Yes
Female,51,58733,No
Female,51,69568,Yes
Male,24,130746,No
Female,54,66528,No
Male,45,72881,No
Female,30,38431,Yes
Female,32,124127,Yes
Male,44,122626,Yes
Male,57,122187,Yes
Male,50,108199,Yes
Male,57,99743,Yes
Male,60,76554,No
Male,25,61932,Yes
Female,32,72159,No
Male,30,54994,No
Female,23,33801,No
Male,29,35724,No
Male,55,32440,No
Female,21,29739,No
Female,55,144142,No
Male,30,32102,No
Male,56,114081,Yes
Male,60,23719,Yes
Male,51,110030,Yes
Male,50,44762,Yes
Male,59,47756,Yes
Male,45,105351,Yes
Male,33,36280,Yes
Female,45,140572,Yes
Male,41,22836,No
Female,51,112856,Yes
Male,30,107765,Yes
Male,34,66588,Yes
Female,34,125327,Yes
Male,29,58133,Yes
Female,27,62948,Yes
Male,55,79909,Yes
Male,34,133235,Yes
Female,45,105193,Yes
Male,58,127870,No
Male,23,37975,Yes
Female,34,87131,No
Female,30,57834,No
Male,59,36386,No
Male,59,109918,Yes
Female,51,63696,Yes
Female,52,24005,No
Female,35,143258,Yes
Female,25,134805,No
Male,55,29807,No
Female,34,137058,No
Female,37,101013,No
Male,53,44696,Yes
Female,58,64632,Yes
Male,38,105155,Yes
Female,59,79536,No
Female,33,94096,No
Male,44,131668,No
Female,56,62294,Yes
Female,29,22140,No
Male,48,53304,No
Male,47,63476,Yes
Male,50,103247,Yes
Female,54,143483,Yes
Male,35,130995,Yes
Female,51,50334,No
Male,19,111846,No
Male,22,24757,No
Male,27,75552,No
Female,34,41122,Yes
Male,56,122361,Yes
Male,18,29668,Yes
Female,34,120231,Yes
Male,36,75130,Yes
Female,23,123445,Yes
Female,22,118511,No
Male,19,146497,Yes
Male,39,102771,No
Male,42,141461,No
Female,45,78399,Yes
Female,51,70230,Yes
Female,41,104060,No
Male,43,145674,Yes
Female,31,98962,No
Female,41,23060,No
Female,44,52703,No
Male,51,117879,No
Female,42,133427,Yes
Female,55,60749,Yes
Male,55,51958,No
Female,25,103202,No
Female,58,116662,Yes
Male,39,95401,No
Female,31,120982,No
Male,58,73277,Yes
Female,46,147849,Yes
Male,46,45678,Yes
Female,41,110118,No
Female,52,41669,Yes
Female,51,131383,No
Male,21,82661,No
Male,20,43115,No
Male,55,107116,Yes
Female,50,74799,No
Female,46,74378,Yes
Female,45,148702,No
Female,18,76094,No
Female,20,32833,No
Male,37,43357,No
Male,34,145033,No
Female,60,137330,Yes
Male,58,57835,Yes
Female,54,64342,No
Female,50,118616,Yes
Female,33,143562,No
Female,24,118015,Yes
Male,24,148319,Yes
Female,49,30409,No
Female,26,46807,No
Female,38,89685,No
Male,36,114648,No
Male,46,122815,Yes
Male,25,131384,No
Male,19,79192,Yes
Male,45,126433,Yes
Male,23,124282,No
Male,55,84362,Yes
Male,45,77897,Yes
Male,50,101406,Yes
Female,38,43517,Yes
Male,51,117244,Yes
Female,33,109545,No
Male,51,68014,Yes
Male,41,37602,No
Male,21,80582,No
Female,35,146463,Yes
Female,60,47621,Yes
Female,26,105776,No
Female,49,142530,Yes
Female,38,104826,Yes
Male,60,107228,No
Male,18,25405,No
Male,43,78198,Yes
Male,30,137861,Yes
Male,41,137016,No
Male,19,59800,Yes
Female,34,108571,No
Female,19,40403,Yes
Female,55,60883,Yes
Female,25,109429,No
Female,52,124207,No
Male,36,26228,Yes
Female,49,76803,Yes
Female,38,85512,Yes
Female,59,87517,No
Male,25,134245,No
Male,39,83282,No
Female,39,72909,No
Male,37,46753,Yes
Female,28,87395,No
Male,28,108757,No
Male,54,125867,No
Female,45,34501,Yes
Female,55,85644,Yes
Male,45,137938,Yes
Male,18,52144,No
Female,32,90307,No
Male,35,105876,Yes
Female,42,85987,No
Male,46,123233,Yes
Female,57,131878,Yes
Male,30,68687,Yes
Male,21,141407,No
Male,49,118576,Yes
Male,48,24772,No
Female,52,25125,No
Female,43,34284,No
Male,34,142670,Yes
Female,35,36487,Yes
Male,54,134629,Yes
Male,39,121572,No
Female,35,26628,No
Female,23,96111,No
Female,47,48316,Yes
Female,26,92879,No
Male,18,76949,No
Female,52,52917,Yes
Male,23,95016,Yes
Male,36,108441,No
Male,27,61935,No
Male,33,80179,Yes
Male,57,62060,No
Male,53,80394,No
Male,50,134226,Yes
Female,59,119288,No
Female,49,23010,No
Male,20,79967,Yes
Male,20,70855,No
Male,33,81094,No
Male,44,136069,Yes
Male,33,56865,No
Male,32,98627,No
Female,42,68129,No
Female,47,31865,Yes
Female,53,80388,No
Male,29,124691,No
Male,59,129512,Yes
Female,50,37590,Yes
Female,52,47490,No
Female,30,89017,No
Male,22,124545,No
Male,44,96111,No
Male,51,45943,No
Male,52,77502,Yes
Male,20,35269,Yes
Male,45,96508,Yes
Female,27,116373,Yes
Male,48,104149,No
Male,26,69587,Yes
Female,43,100173,No
Male,34,69202,Yes
Male,37,108889,No
Female,30,119864,Yes
Female,50,63464,No
Male,28,35883,Yes
Female,39,64818,No
Female,37,62563,No
Male,36,76974,No
Male,42,104497,Yes
Female,51,57314,No
Male,47,30627,No
Female,18,115999,No
Female,50,43153,Yes
Male,55,78073,No
Male,46,65456,Yes
Female,45,79071,No
Female,35,42634,No
Male,40,80562,No
Female,53,61148,No
Male,55,61588,Yes
Male,51,97222,Yes
Female,51,31201,No
Male,29,70953,Yes
Male,41,111877,Yes
Female,40,26496,No
Female,24,79683,No
Male,52,148941,Yes
Female,36,37555,Yes
Male,27,86354,Yes
Male,43,69888,No
Female,60,57177,Yes
Male,47,96697,No
Male,18,54020,No
Male,58,55045,No
Female,53,52502,Yes
Male,24,50337,No
Female,39,71101,No
Male,35,119623,No
Male,22,24500,Yes
Female,27,37631,No
Female,29,119726,Yes
Female,47,23126,No
Female,34,111311,No
Male,41,130533,Yes
Male,37,50261,Yes
Female,32,59536,No
Male,26,55074,No
Male,31,99880,Yes
Male,31,88354,No
Male,36,37843,Yes
Male,23,72951,No
Male,43,106488,No
Female,59,50744,No
Male,33,71484,Yes
Female,34,67017,Yes
Male,56,148481,No
Female,60,91578,Yes
Female,59,142953,No
Male,44,73268,Yes
Female,49,48279,No
Female,26,53918,No
Female,43,83519,Yes
Male,54,127351,Yes
Female,22,85491,No
Male,42,46010,Yes
Female,60,79688,No
Female,60,51963,No
Female,20,144553,No
Male,31,129571,No
Female,27,123266,Yes
Male,20,41757,Yes
Male,50,116595,Yes
Male,35,32716,Yes
Female,49,117033,No
Male,42,97054,Yes
Male,57,126689,Yes
Female,38,127915,No
Male,21,74931,Yes
Female,50,128216,Yes
Male,39,41981,No
Female,40,35485,Yes
Female,56,106131,Yes
Female,19,95327,Yes
Female,48,114347,Yes
Male,27,25945,No
Female,59,143042,Yes
Male,57,91434,Yes
Female,35,82854,No
Female,40,23079,No
Male,37,69606,Yes
Male,48,64905,No
Male,32,55155,No
Male,37,124605,No
Male,32,24061,Yes
Female,47,110111,No
Male,45,33361,Yes
Female,23,30276,No
Male,36,130133,Yes
Female,59,93015,No
Male,48,91473,No
Male,50,79688,No
Male,47,96629,No
Female,45,92920,No
Female,52,114643,Yes
Female,19,25028,Yes
Male,47,20707,No
Female,28,141504,No
Male,37,146400,Yes
Female,52,108872,Yes
Female,60,82361,No
Female,60,108612,Yes
Male,28,40821,Yes
Female,33,104758,No
Male,44,31371,No
Female,23,127099,Yes
Male,45,104452,No
Male,30,94750,Yes
Male,22,46376,Yes
Female,22,126743,Yes
Male,29,138073,Yes
Male,41,111636,No
Male,43,69220,No
Male,43,80049,No
Male,29,79778,Yes
Female,22,117860,Yes
Female,52,31913,No
Female,36,81005,Yes
Female,58,66059,No
Male,37,125746,Yes
Male,32,115815,Yes
Female,58,103402,Yes
Male,59,82000,Yes
Female,38,122085,Yes
Female,37,117733,No
Female,40,45762,No
Female,57,46581,Yes
Male,47,99777,No
Male,57,43665,No
Male,54,83210,Yes
Female,45,36811,Yes
Male,18,133709,No
Male,23,23662,No
Male,20,82077,Yes
Female,22,137955,Yes
Female,50,138381,No
Male,29,129862,Yes
Male,44,111643,Yes
Female,60,33458,Yes
Female,47,131707,No
Male,38,106037,No
Male,41,131116,No
Male,60,72374,No
Male,30,86816,Yes
Female,42,68743,No
Female,58,110672,Yes
Male,21,42878,No
Male,51,20121,No
Male,34,101254,Yes
Female,58,99092,No
Female,54,41645,Yes
Male,35,108007,Yes
Female,28,129042,No
Female,29,147923,No
Male,49,85219,No
Male,27,121765,Yes
Female,33,53521,Yes
Female,48,123666,No
Female,29,57261,Yes
Female,29,87853,No
Female,23,23571,Yes
Male,26,136116,No
Male,22,46251,No
Male,37,90878,No
Male,29,98129,Yes
Male,47,138978,Yes
Female,55,111755,No
Female,56,113403,Yes
Female,34,104404,Yes
Female,52,36889,Yes
Female,40,133152,Yes
Male,43,140109,No
Male,54,107898,No
Female,39,96011,No
Female,25,70673,No
Male,43,66908,No
Male,44,126049,Yes
Female,34,55967,Yes
Male,33,122771,Yes
Male,38,108105,No
Male,54,91033,Yes
Female,45,36612,Yes
Female,55,97757,Yes
Female,30,65657,No
Male,24,144621,Yes
Female,34,32541,Yes
Male,28,133579,No
Female,31,90012,No
Male,55,112575,Yes
Male,42,104026,No
Male,35,122453,No
Female,30,117090,Yes
Male,23,118063,No
Male,55,131992,No
Female,39,144600,No
Female,41,93855,No
Female,60,118512,Yes
Female,41,117357,Yes
Male,18,126440,No
Male,28,78613,Yes
Female,51,47440,Yes
Female,51,112535,Yes
Female,33,134709,No
Female,43,44341,Yes
Male,60,78171,No
Female,42,43095,Yes
Male,34,62321,No
Male,21,52313,No
Male,40,88651,Yes
Male,50,38640,Yes
Female,31,86463,No
Female,57,143941,Yes
Male,40,126853,Yes
Female,28,47706,No
Male,24,46336,Yes
Female,48,126297,Yes
Female,28,131263,Yes
Male,22,75098,Yes
Female,54,119671,Yes
Female,57,105017,Yes
Male,38,98846,Yes
Male,36,66805,Yes
Male,56,144524,No
Male,40,74404,No
Female,29,47441,Yes
Male,31,107483,No
Female,52,48752,Yes
Male,53,96638,No
Male,59,135389,Yes
Female,53,63254,No
Female,60,91468,Yes
Female,21,126450,No
Male,28,36547,Yes
Female,60,31286,Yes
Female,38,140884,No
Male,20,120111,No
Male,27,93077,Yes
Female,55,65265,Yes
Male,31,131049,Yes
Female,23,147523,Yes
Female,37,128447,Yes
Female,50,79166,No
Male,34,86457,Yes
Male,41,140567,No
Male,48,80864,Yes
Male,41,99692,No
Female,27,135755,No
Female,34,22475,No
Male,57,52031,Yes
Male,60,107958,Yes
Male,24,81961,Yes
Female,58,65928,Yes
Female,35,50527,Yes
Male,52,34053,Yes
Female,30,148560,No
Female,32,33949,No
Female,55,89821,Yes
Male,29,134392,Yes
Male,31,92026,Yes
Male,59,68663,No
Male,45,30215,No
Female,60,125764,Yes
Male,20,49389,Yes
Male,39,80054,Yes
Male,37,145869,No
Female,26,115452,Yes
Male,19,79370,No
Female,60,74436,No
Male,25,147004,Yes
Female,45,137997,No
Male,22,118108,Yes
Male,35,108978,No
